person_id,name,birthday,description
26473,Fisher Stevens,1963-11-27,"From Wikipedia, the free encyclopedia.<br><br>Fisher Stevens (born November 27, 1963) is an American actor, director and producer. His most recent successes include the 2010 Academy Award for Best Documentary Feature for his film The Cove and 2008 Independent Spirit Award for Best Documentary Feature for his film Crazy Love. As an actor, he is well-known for his portrayals of Chuck Fishman on Early Edition, Seamus O'Neill on Key West, Eugene ""The Plague"" Belford in Hackers, Iggy in Super Mario Brothers, Hawk Ganz in The Flamingo Kid, and Ben Jahrvi in Short Circuit and Short Circuit 2. His television credits include Frasier, Friends, Law &amp; Order, Key West, and Lost. He recently appeared on two episodes of the TV show Numb3rs. Fisher also has a distinguished Broadway and off-Broadway career spanning nearly 3 decades. He played Jigger Craigin in the 1994 Lincoln Center revival of Rodgers and Hammerstein's Carousel. He had an early success in the 1982 Broadway production of Torch Song Trilogy playing David, the adopted son of the gay protagonist played by the show's writer Harvey Fierstein, and the original Broadway production of Brighton Beach Memoirs, where he succeeded Matthew Broderick in starring role of Eugene. Throughout his career, he has acted in and directed more than 50 stage productions. In 2010, Fisher co-founded a new media and documentary film company, Insurgent Media, with Andrew S. Karsch and Erik H. Gordon.<br><br>Description above from the Wikipedia article Fisher Stevens, licensed under CC-BY-SA, full list of contributors on Wikipedia"
77023,Jack Gilpin,1951-05-31,
11870,Christine Baranski,1952-05-02,"Christine Baranski is an American stage and screen actress, best known for her portrayals of Maryann Thorpe on the television series ""Cybill"" and of lawyer Diane Lockhart in the CBS legal drama ""The Good Wife""."
23393,Barbet Schroeder,1941-08-26,"​From Wikipedia, the free encyclopedia.  <br><br>Barbet Schroeder (born 26 August 1941) is a Franco-Swiss movie director and producer who started his career in French cinema in the 1960s, working together with directors such as Jean-Luc Godard and Jacques Rivette.<br><br>Description above from the Wikipedia article Barbet Schroeder, licensed under CC-BY-SA, full list of contributors on Wikipedia."
3151,Jack Lemmon,1925-02-08,"From Wikipedia, the free encyclopedia<br><br>John Uhler ""Jack"" Lemmon III (February 8, 1925 – June 27, 2001) was an American actor and musician. He starred in more than 60 films including Some Like It Hot, The Apartment, Mister Roberts (for which he won the 1955 Best Supporting Actor Academy Award), Days of Wine and Roses, The Great Race, Irma la Douce, The Odd Couple, Save the Tiger (for which he won the 1973 Best Actor Academy Award), The Out-of-Towners, The China Syndrome, Missing (for which he won 'Best Actor' at the 1982 Cannes Film Festival), Glengarry Glen Ross, Grumpy Old Men and Grumpier Old Men.<br><br> <br><br>Description above from the Wikipedia article Jack Lemmon, licensed under CC-BY-SA, full list of contributors on Wikipedia."
64929,Jack Gilford,1908-07-25,"​From Wikipedia, the free encyclopedia.  <br><br>Jack Gilford (July 25, 1908 – June 4, 1990) was an American actor on Broadway, films and television.<br><br>Description above from the Wikipedia article Jack Gilford, licensed under CC-BY-SA, full list of contributors on Wikipedia."
161357,Laurie Heineman,\N,
10195,Normann Burton,1923-12-05,"From Wikipedia, the free encyclopedia.<br><br>Norman Burton (December 5, 1923 - November 29, 2003), occasionally credited as Normann Burton, was an American film and television actor.<br><br>Born in New York City, Burton was a student of The Actor's Studio. After early work on stage, he broke into films with a minor role in Fright (1956).<br><br>His career in film and television was long and relatively successful, but he never achieved major recognition. In the movies, he is best-known for his unconventional (and frequently disparaged) performance as Felix Leiter in the James Bond film Diamonds Are Forever (1971). He also played Will Giddings, the man who saves a maintenance worker from death by opening a fire door, and is himself burned, in the 70s action movie The Towering Inferno. On television, he is best known for his performance as IADC boss Joe Atkinson during the second season of the television series Wonder Woman.<br><br>Throughout his life, Burton was a devotee of the method school of acting, and taught method acting in Lakeside, California. Burton was killed in an automobile accident near the California and Arizona borders a few days short of his 80th birthday.<br><br>Description above from the Wikipedia article Norman Burton, licensed under CC-BY-SA, full list of contributors on Wikipedia."
129994,Patricia Smith,1930-02-20,"From Wikipedia, the free encyclopedia.  Patricia Smith Lasell (February 20, 1930 – January 2, 2011) was an American actress who appeared in film and television roles from the early 1950s through the 1990s.<br><br>Description above from the Wikipedia article Patricia Smith (actress), licensed under CC-BY-SA,full list of contributors on Wikipedia."
16524,Thayer David,1927-03-04,
6841,William Hansen,1911-03-02,
113935,Harvey Jason,1940-02-29,
16513,John G. Avildsen,1935-12-21,"From Wikipedia, the free encyclopedia.<br><br>John Guilbert Avildsen (born December 21, 1935) is an American film director.<br><br>Description above from the Wikipedia article John G. Avildsen, licensed under CC-BY-SA, full list of contributors on Wikipedia"
1158,Al Pacino,1940-04-25,"Alfredo James ""Al"" Pacino (born April 25, 1940) is an American film and stage actor and director. He is famous for playing mobsters, including Michael Corleone in The Godfather trilogy, Tony Montana in Scarface, Alphonse ""Big Boy"" Caprice in Dick Tracy and Carlito Brigante in Carlito's Way, though he has also appeared several times on the other side of the law — as a police officer, detective and a lawyer. His role as Frank Slade in Scent of a Woman won him the Academy Award for Best Actor in 1992 after receiving seven previous Oscar nominations.<br><br>He made his feature film debut in the 1969 film Me, Natalie in a minor supporting role, before playing the leading role in the 1971 drama The Panic in Needle Park. Pacino made his major breakthrough when he was given the role of Michael Corleone in The Godfather in 1972, which earned him an Academy Award nomination for Best Supporting Actor. Other Oscar nominations for Best Supporting Actor were for Dick Tracy and Glengarry Glen Ross. Oscar nominations for Best Actor include The Godfather Part II, Serpico, Dog Day Afternoon, the court room drama ...And Justice for All and Scent of a Woman.<br><br>In addition to a career in film, he has also enjoyed a successful career on stage, picking up Tony Awards for Does a Tiger Wear a Necktie? and The Basic Training of Pavlo Hummel. His love of Shakespeare led him to direct his first film with Looking for Richard, a part documentary on the play Richard III. Pacino has received numerous lifetime achievement awards, including one from the American Film Institute. He is a method actor, taught mainly by Lee Strasberg and Charlie Laughton at the Actors Studio in New York. Although he has never married, Pacino has had several relationships with actresses and has three children.<br><br>Description above from the Wikipedia article Al Pacino, licensed under CC-BY-SA, full list of contributors on Wikipedia"
5577,Chris O'Donnell,1970-06-26,"Chris O' Donnell was born on June 26th, 1970. He is the youngest child <br><br>in his family with four sisters and two brothers. He first started <br><br>modeling at the age of thirteen and continued until the age of sixteen, <br><br>when he appeared in commercials. When he was seventeen, he was preparing<br><br> to stop acting and modeling, but was asked to audition for what would <br><br>be his first film, Men Don't Leave<br><br> (1990). He didn't want to go to the audition, but his mother bribed him<br><br> by saying she would buy him a new car if he went and he duly got the <br><br>role.<br><br>Ever since that moment in his life, Chris has appeared in some major motion pictures including Fried Green Tomatoes (1991), Scent of a Woman (1992), Mad Love (1995) and Vertical Limit (2000). He played a part in Kinsey (2004), which appeared in theaters in the year 2004.<br><br>Chris<br><br> took time off from acting to spend time with his wife, Caroline, son, <br><br>Chris Jr., and his daughter Lilly. He also spent two months in New York <br><br>performing in Arthur Miller's ""The Man Who Had All the Luck""."
8986,James Rebhorn,1948-09-01,"James Robert Rebhorn (September 1, 1948 – March 21, 2014) was an American actor who appeared in over 100 films, television series, and plays. At the time of his death, he had recurring roles in the current series White Collar and Homeland.<br><br>From Wikipedia, the free encyclopedia."
5503,Gabrielle Anwar,1970-02-04,"From Wikipedia, the free encyclopedia.<br><br>Gabrielle Anwar (born 4 February 1970) is a British actress. She is known for her role as Margaret Tudor on The Tudors and for her role as Fiona Glenanne on Burn Notice.<br><br>Description above from the Wikipedia article Gabrielle Anwar, licensed under CC-BY-SA, full list of contributors on Wikipedia"
11367,Bradley Whitford,1959-10-10,"Bradley Whitford (born October 10, 1959) is an American film and television actor. He is best known for his roles as Deputy White House Chief of Staff Josh Lyman on the NBC television drama The West Wing, as Danny Tripp on Studio 60 on the Sunset Strip, as Dan Stark in the Fox police buddy-comedy The Good Guys, as Red John in the CBS series The Mentalist, and as antagonist Eric Gordon in the film Billy Madison. Whitford has been nominated for three consecutive Emmy Awards from 2001-2003 for ""Outstanding Supporting Actor in a Drama Series"" for his role on The West Wing, winning the award in 2001. This role has also garnered him three consecutive Golden Globe Award nominations for ""Best Performance by an Actor in a Supporting Role"".  Description above from the Wikipedia article Bradley Whitford, licensed under CC-BY-SA, full list of contributors on Wikipedia."
